,fruit,diameter,weight,hue
1087,orange,6.503098541,153.8929209,37.41176471
1088,orange,8.201087171,138.8892832,27.53424658
1089,orange,7.462740023,164.2868671,26.44736842
1090,orange,8.310252625,134.0044978,35.43859649
1091,orange,8.174499,123.4091118,33.25714286
1092,orange,7.795793969,139.651704,27.87096774
1093,orange,9.835011559,136.5643826,31.16883117
1094,orange,10.32360555,133.8482214,32.30769231
1095,orange,6.410224115,170.3163736,30.83333333
1096,orange,7.610221496,150.4078184,31.63636364
1097,orange,9.159775939,122.566769,27.52941176
1098,orange,6.035317284,117.0824724,33.94736842
1099,orange,10.44607566,144.714979,31.30434783
1100,orange,10.63730511,165.5990165,31.69014085
1101,orange,9.511462079,135.9668951,19.4011976
1102,orange,7.18967652,151.9612537,33.87755102
1103,orange,8.776528988,135.426883,24.56375839
1104,orange,5.604164748,110.3277771,37.89473684
1105,orange,8.236192176,120.3070103,25.71428571
1106,orange,7.858638389,108.8876608,31.02272727
1107,orange,8.220747806,116.9305234,21.88235294
1108,orange,8.958391848,153.8321941,29.39597315
1109,orange,4.483473635,139.6738514,37.04697987
1110,orange,8.738756836,140.8558031,33.38345865
1111,orange,11.23379441,123.9931267,32.87671233
1112,orange,4.141119329,156.7099617,27.04918033
1113,orange,8.304102929,130.3580303,35.29411765
1114,orange,7.635089628,142.9547525,22.31707317
1115,orange,7.101791765,142.059028,32.53012048
1116,orange,8.229015235,129.7466126,36.31578947
1117,orange,4.78303587,147.4190521,21.78571429
1118,orange,4.594281043,134.5154888,50.30769231
1119,orange,8.191283508,157.9625752,32.79503106
1120,orange,9.762853483,166.2685903,31.07142857
1121,orange,6.06267546,127.1570395,26.01398601
1122,orange,7.158581631,153.8244018,19.59183673
1123,orange,9.336896834,145.1954413,32.60869565
1124,orange,5.463558065,139.7559642,31.46853147
1125,orange,8.193884271,117.2832715,33.04347826
1126,orange,6.534162035,141.9266184,32.11267606
1127,orange,7.880978889,142.2486001,28.76712329
1128,orange,11.30074768,126.7838764,35.47445255
1129,orange,6.813355886,175.022288,33.51724138
1130,orange,6.671200607,109.7331395,33.02013423
1131,orange,8.580698089,122.6521243,34.06451613
1132,orange,8.350361823,156.9438111,26.05263158
1133,orange,7.759681482,171.8385001,28.48101266
1134,orange,7.466182666,133.8630197,26.20253165
1135,orange,8.540773603,136.8909691,34.68208092
1136,orange,9.564144881,150.1489069,28.59060403
1137,orange,4.94422146,122.9170794,20.55944056
1138,orange,7.422175443,137.9445282,32.98013245
1139,orange,7.201347944,128.9648107,30.44117647
1140,orange,9.688757151,156.0547645,26.38554217
1141,orange,7.450289446,155.0438075,28
1142,orange,8.433283095,148.5432179,30
1143,orange,7.520886857,142.9186365,26.96202532
1144,orange,7.635871107,150.2555426,28.67647059
1145,orange,6.136606492,122.7696356,22.92993631
1146,orange,5.735509837,178.949175,30.1986755
1147,orange,7.450777265,155.2278998,35.51020408
1148,orange,9.367471175,124.5743509,26.14285714
1149,orange,7.910689579,151.1584568,26.35135135
1150,orange,7.541000881,141.3329118,35.13157895
1151,orange,8.39128747,109.1785188,30
1152,orange,8.156160886,151.0372574,39.29577465
1153,orange,7.703093207,122.0681583,33.38028169
1154,orange,7.056878036,119.1012704,32.91666667
1155,orange,8.394573774,126.3079831,29.05660377
1156,orange,7.176453747,145.7676047,27.30337079
1157,orange,9.76424024,131.8124507,28.62745098
1158,orange,8.144923059,134.9407653,31.28571429
1159,orange,5.232015198,145.6343188,33.19148936
1160,orange,10.9395892,136.2522039,31.07913669
1161,orange,9.645421542,126.3325649,27.72727273
1162,orange,8.740946685,119.2714423,39.55555556
1163,orange,6.305561367,142.878402,26.66666667
1164,orange,7.186187588,149.4799841,30.64748201
1165,orange,6.574717173,163.5566332,28.16326531
1166,orange,9.526041112,164.7111,29.37931034
1167,orange,3.109205544,131.684182,33.13432836
1168,orange,6.724434522,135.1402879,28.69565217
1169,orange,9.733140508,97.61330708,29.82248521
1170,orange,6.727219638,140.0906842,33.64864865
1171,orange,10.75493799,167.1046663,32.7607362
1172,orange,8.57986453,129.3552173,30.58823529
1173,orange,6.999279705,127.6149675,27.27272727
1174,orange,8.653708062,145.8904345,33.37748344
1175,orange,8.394904409,132.8275792,39.45205479
1176,orange,8.751661033,144.7909868,30.71428571
1177,orange,8.782000934,137.2116265,42.12765957
1178,orange,7.377980673,127.7520738,29.78723404
1179,orange,10.53864725,139.6568957,27.30769231
1180,orange,8.74976253,145.507319,32.10191083
1181,orange,5.264888389,136.0703184,33.46938776
1182,orange,6.095611096,136.5819662,36.17021277
1183,orange,6.1986797,171.0645397,34.07407407
1184,orange,8.565662309,158.6803699,30.4109589
1185,orange,5.869047101,142.0194331,28.42105263
1186,orange,8.086973925,131.0285115,31.15384615
1187,orange,7.481530912,138.5229822,25.88235294
1188,orange,4.253122341,152.6388332,25.875
1189,orange,8.454537493,140.0021712,32.65306122
1190,orange,9.457463369,137.1406994,37.39726027
1191,orange,6.847747363,152.9831669,28.30188679
1192,orange,4.718699839,156.1208363,29.625
1193,orange,8.82081213,119.1330572,35.61290323
1194,orange,9.076464334,139.3960969,37.43589744
1195,orange,11.27365947,132.4792936,28.53658537
1196,orange,6.526679135,115.9030858,34.73684211
1197,orange,8.916249349,158.3295152,27.94520548
1198,orange,5.589676126,144.9077475,32.53012048
1199,orange,8.069014424,139.9710275,17.20588235
1200,orange,7.67456116,142.1260541,38.6440678
1201,orange,8.167146952,149.5164444,28.36363636
1202,orange,7.857618789,127.845251,30.38461538
1203,orange,7.88512629,151.4190577,31.71428571
1204,orange,6.098112058,135.8277616,24.16666667
1205,orange,8.728568119,137.8231474,34.89361702
1206,orange,7.826921667,160.9242134,20.46511628
1207,orange,7.19817623,140.5170555,31.83673469
1208,orange,9.003876283,155.1330339,28.30985915
1209,orange,6.042963217,140.2949617,25.98726115
1210,orange,7.19053315,156.1920184,26.80851064
1211,orange,8.100807172,128.7414901,25.88235294
1212,orange,9.971297285,134.1007518,25.71428571
1213,orange,8.581841256,137.3489545,35.41666667
1214,orange,6.719324497,130.986971,33.11688312
1215,orange,4.018871872,124.7389537,26.81818182
1216,orange,12.20864897,127.3900005,25.77181208
1217,orange,8.599983282,150.0632643,28.32298137
1218,orange,5.406741126,151.2917247,35.38461538
1219,orange,6.741749646,134.9068573,32.54901961
1220,orange,8.322654695,137.1607861,35.11111111
1221,orange,8.360421923,151.1776536,30.375
1222,orange,9.724616906,141.2502719,25.46511628
1223,orange,6.914188289,120.0367216,24.28571429
1224,orange,7.147383573,161.7581654,23.10810811
1225,orange,9.452249748,132.9551893,27.34693878
1226,orange,8.298901391,135.6082329,32.54901961
1227,orange,8.488272761,136.3400122,32
1228,orange,6.619619492,148.8454736,32.72727273
1229,orange,10.53281409,127.2598805,25.53191489
1230,orange,7.474602979,133.8512754,25.13513514
1231,orange,5.868380992,144.7799127,27.07317073
1232,orange,9.121565669,136.7919177,26.4
1233,orange,5.151101813,107.2534247,35.67567568
1234,orange,6.36056448,110.0760617,28.48920863
1235,orange,7.066656358,134.1826325,28.875
1236,orange,9.064446264,163.0239814,30.88235294
1237,orange,9.564363938,139.756316,28.40236686
1238,orange,6.754212136,138.6966138,25.89041096
1239,orange,5.576221331,161.3649449,28.23529412
1240,orange,7.438104511,179.1138934,28.21192053
1241,orange,3.545307943,115.5828943,36.57534247
1242,orange,6.446772319,120.9789952,26.15384615
1243,orange,7.712922579,133.474235,23.63636364
1244,orange,9.009617098,186.4509788,34.23076923
1245,orange,8.550582797,142.4556101,35.75342466
1246,orange,7.76873519,132.8177092,23.37662338
1247,orange,7.188336754,134.0970779,33.96226415
1248,orange,7.908805895,138.6820778,26.36363636
1249,orange,6.105915341,128.3103989,34.06451613
1250,orange,8.837679813,136.072412,30
1251,orange,7.812092753,131.3042719,23.92156863
1252,orange,9.153159368,124.2028423,26.05263158
1253,orange,5.597505203,132.9392444,21.08108108
1254,orange,9.203469815,155.4547287,27.30538922
1255,orange,8.669886112,123.9864968,30.69767442
1256,orange,7.340159284,138.3331947,38.89655172
1257,orange,7.321229759,149.3053303,32.46575342
1258,orange,10.13385222,129.1270653,28.88888889
1259,orange,6.62646018,137.4565647,27.16216216
1260,orange,9.132563678,134.5674676,30.90909091
1261,orange,7.576206991,122.5133097,27.75510204
1262,orange,8.198408347,128.9209043,31.37254902
1263,orange,7.002438514,143.1047554,29.79865772
1264,orange,10.14401191,134.0636962,34.28571429
1265,orange,7.246621205,121.9977809,29.05660377
1266,orange,5.000448438,125.0572962,35.69620253
1267,orange,6.618136613,164.6715808,33.04347826
1268,orange,9.472527759,147.3148827,39.38650307
1269,orange,6.185750765,136.2514898,31.71974522
1270,orange,5.061469795,128.7601086,30.81081081
1271,orange,9.336080093,120.1382343,26.87116564
1272,orange,6.200488464,147.2752068,26.625
1273,orange,7.220899976,124.475328,32.18543046
1274,orange,7.979081403,130.8841353,27.65957447
1275,orange,9.185064274,145.2309428,26.03773585
1276,orange,7.392621101,157.1320216,20.36363636
1277,orange,6.57322367,140.4425218,21.45695364
1278,orange,9.195513108,140.5228352,29.2
1279,orange,9.339109208,131.7942555,25.64516129
1280,orange,7.980718951,143.4034495,33.02013423
1281,orange,7.226299617,148.5825669,32.83783784
1282,orange,9.105992428,141.4306137,24
1283,orange,10.90713383,133.6013095,29.77777778
1284,orange,6.703796207,173.0080349,34.82517483
1285,orange,7.323553612,137.6809649,33.7254902
1286,orange,7.672987044,126.2270895,31.95266272
1287,orange,7.708428967,143.4514518,29.36170213
1288,orange,6.913489721,168.2234387,31.70731707
1289,orange,6.354203641,142.3678254,20.83333333
1290,orange,9.126498709,128.634887,32.30769231
1291,orange,7.312857977,156.8153063,28.25806452
1292,orange,7.0022265,125.1384417,27.97297297
1293,orange,8.311856582,136.159107,28.81578947
1294,orange,9.412538801,164.6418475,30
1295,orange,9.298478825,131.8298407,28.57142857
1296,orange,6.011980968,131.0491473,31.73553719
1297,orange,9.447372752,119.0420961,31.40939597
1298,orange,7.489947791,126.6672046,30.82191781
1299,orange,7.654883446,151.5297247,27.2
1300,orange,7.018959894,144.3573475,28.52459016
1301,orange,7.312531526,144.6407138,31.76470588
1302,orange,7.160640139,153.5020191,27.95031056
1303,orange,5.61153366,139.3691385,25.33333333
1304,orange,5.741379626,142.8445701,27.97297297
1305,orange,5.208224274,148.3534782,31.39072848
1306,orange,8.327087244,127.8235007,29.40397351
1307,orange,6.480823868,127.5255859,30.66666667
1308,orange,8.400494851,149.9186507,29.25
1309,orange,8.328380068,137.8072426,35.12195122
1310,orange,8.586121139,168.1807005,22.64900662
1311,orange,5.540195547,117.5211634,23.39622642
1312,orange,3.644058212,142.8673085,29.5890411
1313,orange,6.982255668,127.3481365,29.65517241
1314,orange,9.338699921,159.1632149,38.14569536
1315,orange,7.463954855,124.0493514,27.36
1316,orange,7.567931319,146.5141856,32.56097561
1317,orange,7.142212844,154.1056431,29.60526316
1318,orange,7.2033229,140.1929494,27.31343284
1319,orange,6.214696526,140.5882483,29.27710843
1320,orange,8.457525906,161.2625933,28.10126582
1321,orange,8.081432833,143.7727278,31.32075472
1322,orange,7.069564219,119.4039245,24.85207101
1323,orange,6.12928692,124.4308313,29.36170213
1324,orange,7.045664171,146.084523,26.25
1325,orange,8.036115539,127.7302863,32
1326,orange,6.121947184,164.4897147,27.20496894
1327,orange,6.861077425,131.0107353,35.29411765
1328,orange,8.696591952,142.1473174,28.23529412
1329,orange,10.60137238,141.304107,30.48387097
1330,orange,8.972282381,150.4540193,31.32075472
1331,orange,5.400094342,130.6740061,28.20895522
1332,orange,3.314245049,137.4588158,28.10126582
1333,orange,8.584053622,136.3057434,29.21052632
1334,orange,8.029000183,150.1239025,30.37037037
1335,orange,9.878379223,117.4732052,23.07692308
1336,orange,7.313633234,145.4760231,30.37974684
1337,orange,9.211292106,183.957799,28.40236686
1338,orange,7.111691897,123.1998583,27.23404255
1339,orange,6.1728199,172.5449762,28.5
1340,orange,7.372278234,110.0161776,30.63829787
1341,orange,5.699716994,166.737844,33.33333333
1342,orange,6.226799423,145.2917764,34.89361702
1343,orange,9.159704977,171.2563885,28.42105263
1344,orange,9.196507221,140.4354156,35.66433566
1345,orange,8.601929514,131.7738759,29.23076923
1346,orange,6.553059039,137.7641481,30.38461538
1347,orange,7.878511938,137.3784681,31.94805195
1348,orange,6.491790204,131.2966473,26.2962963
1349,orange,7.773773228,146.8072428,30.20689655
1350,orange,11.15379183,153.3515957,35.76923077
1351,orange,8.082030263,146.8035472,31.125
1352,orange,8.015497298,149.6358989,34.03508772
1353,orange,6.569706969,137.7170921,40.68493151
1354,orange,5.671569287,138.9933879,35.73529412
1355,orange,5.727794847,157.2623,29.04761905
1356,orange,6.570599543,135.7609335,30
1357,orange,6.061565444,144.0603454,33.64864865
1358,orange,8.577592043,169.7621424,23.83561644
1359,orange,4.707938859,139.559109,23.71257485
1360,orange,10.54020455,158.3277392,30
1361,orange,7.402979775,156.5050415,33.15789474
1362,orange,8.140631482,128.0625172,28.64516129
1363,orange,8.749823051,144.062564,29.40397351
1364,orange,9.45795979,132.4462521,32.8
1365,orange,6.777508043,146.3456555,31.94244604
1366,orange,8.388948286,172.8046256,27.53424658
1367,orange,7.044703693,143.7814115,32.53521127
1368,orange,8.821550811,137.6026646,22.62295082
1369,orange,8.490465452,143.0367699,30.60402685
1370,orange,8.452064132,140.5681833,33.15789474
1371,orange,7.980409984,148.7130068,22.65734266
1372,orange,7.059267396,159.3493213,22.64900662
1373,orange,6.09498991,136.7859873,33.87755102
1374,orange,9.579958479,152.1441113,18.52941176
1375,orange,7.53585532,150.7209964,25.16129032
1376,orange,7.993261584,160.6822678,34.63087248
1377,orange,8.579440464,136.8734293,34.3902439
1378,orange,8.867313029,143.3548998,30.95541401
1379,orange,5.774673518,120.3178511,32.33766234
1380,orange,6.782722879,125.5428614,33.50649351
1381,orange,6.594273846,147.0474117,39.375
1382,orange,9.60209295,132.7715481,34.65517241
1383,orange,6.72324518,127.1981862,31.4893617
1384,orange,2.436352208,133.179893,32.61744966
1385,orange,8.585730339,123.5238029,20.8
1386,orange,6.735833302,136.6621771,26.89655172
1387,orange,6.143428181,154.0256676,29.39597315
1388,orange,6.742286952,136.7595111,33.75
1389,orange,6.880586271,169.2186385,27.12328767
1390,orange,8.515993321,137.6976218,34.18181818
1391,orange,8.995855398,139.6998987,25.47486034
1392,orange,6.488858268,143.9968112,28.125
1393,orange,8.850171341,154.4268313,32.76315789
1394,orange,6.890327406,134.9745233,32.8057554
1395,orange,4.955960643,183.1606605,21.3986014
1396,orange,8.143285861,141.0443491,34.10958904
1397,orange,6.792776347,140.2094735,35.10204082
1398,orange,8.019253145,127.3645189,31.35483871
1399,orange,8.025694434,135.4964045,30
1400,orange,8.685680836,151.7535678,29.78417266
1401,orange,8.336296819,130.7688708,27.87096774
1402,orange,7.232593917,139.8834061,31.02040816
1403,orange,7.628947198,128.8991344,24.26470588
1404,orange,5.746132123,144.3324531,23.47826087
1405,orange,7.73697503,144.7524974,33.11688312
1406,orange,6.177762514,139.6058244,39.72413793
1407,orange,8.214050533,143.6580336,30.20408163
1408,orange,6.387403646,153.8191955,21.93103448
1409,orange,9.581287951,119.739687,30.1863354
1410,orange,7.09784693,123.1961942,32.58278146
1411,orange,6.298622857,127.2592566,34.17721519
1412,orange,6.87514807,135.0793273,28.42105263
1413,orange,7.458222267,154.8333288,28.8
1414,orange,8.151492211,137.818385,26.25
1415,orange,8.240024491,146.943212,20.49689441
1416,orange,8.447221173,124.0701079,34.22818792
1417,orange,8.412495668,127.5496599,24.59627329
1418,orange,9.937215351,133.3720992,26.90909091
1419,orange,10.94577678,141.1716986,28.71428571
1420,orange,5.27437986,122.8416217,33.96226415
1421,orange,8.229745909,144.8342137,28.23529412
1422,orange,9.190460209,146.9413864,29.00662252
1423,orange,9.397502376,134.7110035,27.01986755
1424,orange,8.051644959,150.0139499,28.90243902
1425,orange,8.521020117,129.9818582,33.48837209
1426,orange,7.412210609,145.4751246,33.84615385
1427,orange,6.12753714,136.0926268,21.08108108
1428,orange,9.96535373,173.8014029,24.17266187
1429,orange,7.587833205,111.7397659,24.27745665
1430,orange,9.761079921,131.8969658,28.57142857
1431,orange,9.395841877,158.9664874,27.11111111
1432,orange,5.690665515,122.8553738,20.85365854
1433,orange,8.962191525,118.9350025,22.74509804
1434,orange,8.795967848,149.8393458,32.68965517
1435,orange,4.702888167,150.0199451,35.67567568
1436,orange,8.280020831,150.6868041,22.91666667
1437,orange,6.700981006,132.5807747,30.94339623
1438,orange,10.5524191,125.0334516,32.45283019
1439,orange,7.276473714,124.3320598,33.8028169
1440,orange,8.592528578,146.8071428,34
1441,orange,7.210537681,156.573913,24
1442,orange,5.166057991,124.2295784,29.62025316
1443,orange,5.589062258,144.4186723,30.20408163
1444,orange,3.839580666,146.8451021,27.16216216
1445,orange,5.155637813,146.703225,23.91608392
1446,orange,7.545644768,167.5379277,32.61744966
1447,orange,10.32678659,149.9955653,32.12903226
1448,orange,8.056740119,129.9627552,30
1449,orange,5.340041834,127.6122766,21.78571429
1450,orange,8.139400577,119.3593457,17.66871166
1451,orange,7.868476664,131.8790389,26.10687023
1452,orange,8.314735448,156.37082,32.48407643
1453,orange,8.938629633,125.66842,33.38028169
1454,orange,8.673483356,163.4927821,43.07692308
1455,orange,8.717985347,145.6341779,31.54285714
1456,orange,10.5464065,161.9541626,33.55263158
1457,orange,7.942261615,135.8664177,28.46715328
1458,orange,9.140874194,157.2535855,29.80392157
1459,orange,9.745132582,126.9010012,30.6122449
1460,orange,6.671823237,167.2606426,31.48148148
1461,orange,7.414297498,175.9362981,29.54545455
1462,orange,9.302784706,147.3671141,35.92592593
1463,orange,8.823679961,126.5866045,25.43046358
1464,orange,7.642268137,159.0154797,34.93150685
1465,orange,6.656755501,151.6872942,36.8
1466,orange,7.986794343,129.8849493,27.2
1467,orange,8.297458289,146.5540861,31.23287671
1468,orange,7.247813896,175.162649,25.30120482
1469,orange,6.753306542,161.7536836,28.83116883
1470,orange,5.102575495,159.9776334,26.17449664
1471,orange,7.081419234,116.8387881,30.73170732
1472,orange,7.920767463,142.9370351,37.11864407
1473,orange,9.257624241,114.8016239,33.87755102
1474,orange,8.497060349,146.1923847,30.56603774
1475,orange,9.587068265,130.297517,34.58333333
1476,orange,7.958717935,146.7793846,19.57446809
1477,orange,7.259965226,126.9086261,33.86503067
1478,orange,8.176682773,148.1999743,30.43478261
1479,orange,6.916581549,134.5962831,33.29032258
1480,orange,6.48261835,169.878027,31.67701863
1481,orange,7.629049634,139.4444335,25.6626506
1482,orange,5.765157591,143.3755403,30.62068966
1483,orange,5.582410858,148.8267422,30.78947368
1484,orange,11.17377901,124.1292673,28.55172414
1485,orange,4.283271334,132.1643771,51.07438017
1486,orange,9.675373217,149.3665695,25.81395349
1487,orange,9.289210049,145.690983,36.23376623
1488,orange,6.841359339,150.9018703,30.21276596
1489,orange,8.233061901,123.0585882,26.03773585
1490,orange,8.171963032,179.3747886,29.53125
1491,orange,7.178999986,164.8739494,26.33093525
1492,orange,7.904224127,133.571171,32.72727273
1493,orange,9.306804735,141.4355292,27.5
1494,orange,9.71584282,133.1324421,27.40740741
1495,orange,7.853848524,123.7266952,35.65217391
1496,orange,6.027802679,149.0001117,23.91304348
1497,orange,6.639444292,149.3200967,31.27272727
1498,orange,8.656612807,145.9981329,29.25
1499,orange,11.37314594,155.6555166,32.33766234
1500,orange,6.67176298,128.00783,30
1501,orange,8.917723051,144.7902902,26.14285714
1502,orange,6.817204735,128.5153306,34.10958904
1503,orange,8.921324508,173.1977701,23.10810811
1504,orange,8.807121429,165.4975136,34.06451613
1505,orange,7.673536894,142.4987013,35.22580645
1506,orange,10.27850572,149.3180521,26.44736842
1507,orange,5.778148927,145.7645594,24.375
1508,orange,4.846325958,159.1436165,37.89473684
1509,orange,9.684851902,135.769741,30.95541401
1510,orange,7.484943068,150.2748692,30.85714286
1511,orange,9.801153953,150.1157146,37.64705882
1512,orange,7.739395629,140.3408459,26
1513,orange,10.51300518,129.7780461,26.17449664
1514,orange,7.157664162,159.27458,34.4
1515,orange,6.66047909,137.2195783,31.37254902
1516,orange,6.203411213,151.1905626,31.21387283
1517,orange,7.291461363,144.8102447,30.40540541
1518,orange,7.469032023,140.2521923,26.35135135
1519,orange,7.603629243,131.829578,28.97959184
1520,orange,7.764417821,112.1599401,32.15686275
1521,orange,5.166488587,149.6041473,33.44262295
1522,orange,7.033439355,133.0562669,22.94117647
1523,orange,11.31086675,161.5199793,30
1524,orange,10.56910275,150.4434123,22.74193548
1525,orange,9.168973337,133.1834932,29.77777778
1526,orange,8.917907006,130.4914604,23.85093168
1527,orange,10.13915998,145.415303,35.29411765
1528,orange,6.212040159,115.914937,38.625
1529,orange,6.655422474,138.8614963,33.80952381
1530,orange,7.790507493,164.0211495,26.4
1531,orange,11.09605207,140.8136627,30.75
1532,orange,6.866423191,167.4376343,29.43396226
1533,orange,6.841911829,148.8600184,22.40963855
1534,orange,8.790064192,131.5422012,32.96296296
1535,orange,9.296952138,161.18992,33.42857143
1536,orange,7.76901124,115.8438174,35.11111111
1537,orange,7.954940952,126.2274555,28.81889764
1538,orange,6.758854254,144.4334144,33.23741007
1539,orange,8.521243341,123.8535552,42.20689655
1540,orange,10.37230395,139.3289061,29.37062937
1541,orange,11.55358188,142.2772295,32.10191083
1542,orange,7.693760776,175.5580015,29.81132075
1543,orange,8.267997793,156.4103877,34.73684211
1544,orange,7.512687772,151.6166387,34.8
1545,orange,10.44507985,143.2903619,31.57894737
1546,orange,7.362516828,128.750623,28.23529412
1547,orange,6.796648262,144.0150442,31.37254902
1548,orange,7.301721316,150.9638504,26.2745098
1549,orange,9.171538069,153.7764803,26.90909091
1550,orange,7.367476562,161.7929491,38.84892086
1551,orange,8.074414393,149.6348786,33.37278107
1552,orange,6.43395564,154.3653745,27.12328767
1553,orange,9.625147446,169.2241547,26.53061224
1554,orange,7.341187806,141.5336742,30.90909091
1555,orange,10.62039507,143.0907251,22.18181818
1556,orange,9.72734252,115.8352007,23.82978723
1557,orange,5.765327429,157.4599036,27.94520548
1558,orange,6.769113779,135.3094793,18.72611465
1559,orange,7.661821896,118.2691506,33.33333333
1560,orange,7.252242705,137.7434183,27.33727811
1561,orange,6.797979664,175.1314124,31.71974522
1562,orange,8.443391974,166.6935331,28.71428571
1563,orange,6.974675456,134.6071663,32.68965517
1564,orange,8.070048866,141.9131183,39.29577465
1565,orange,8.455040486,137.487614,28.86075949
1566,orange,5.911409993,121.4456658,25.65789474
1567,orange,8.089045388,155.620766,34.4516129
1568,orange,6.196256349,131.8720436,33.04347826
1569,orange,6.522648733,120.953275,38.38509317
1570,orange,5.001127294,135.4154699,34.76190476
1571,orange,4.329313622,138.5078138,33.42857143
1572,orange,7.852362615,152.3764382,23.16455696
1573,orange,7.827209236,155.8065891,29.60526316
1574,orange,8.583827572,154.6642515,33.02325581
1575,orange,8.973077187,141.2040642,31.09489051
1576,orange,7.90134146,146.9924442,35.72519084
1577,orange,7.154061994,147.1502742,36.47058824
1578,orange,5.231215462,143.9627144,27.27272727
1579,orange,7.850603401,148.4937735,28.21428571
1580,orange,6.905247548,142.7280428,27.39130435
1581,orange,7.949896204,171.7217965,31.42857143
1582,orange,7.712554972,151.7114229,26.62251656
1583,orange,7.129059745,109.0982601,31.83673469
1584,orange,7.893447938,150.6698219,35.65217391
1585,orange,9.271293977,160.0073798,27.65957447
1586,orange,9.700709184,159.4297247,31.875
1587,orange,6.611615566,161.1475063,31.30434783
1588,orange,6.488811439,145.4891177,30.58064516
1589,orange,8.870180189,174.6530915,35.41666667
1590,orange,10.49650704,126.1888145,28.57142857
1591,orange,6.977983656,148.7780653,29.04458599
1592,orange,8.129474359,146.7384904,36.1589404
1593,orange,7.163923259,117.3415348,32.66272189
1594,orange,12.19447416,156.1255224,15.42857143
1595,orange,9.645118085,141.1319395,32.04968944
1596,orange,6.761251531,117.3033904,33.24324324
1597,orange,7.909891396,156.0795987,26.62251656
1598,orange,5.712706775,136.3756943,34.43786982
1599,orange,7.984088018,110.6431418,30.59602649
1600,orange,8.595383976,160.8538297,31.23287671
1601,orange,6.512786309,147.9228311,30
1602,orange,6.737749099,140.2825316,29.61038961
1603,orange,8.345980508,150.6638218,25.09803922
1604,orange,8.363716571,155.5334059,27.75510204
1605,orange,9.155697305,135.1062425,30.36144578
1606,orange,8.505032472,140.923794,33.93103448
1607,orange,10.66412954,143.030147,34.97142857
1608,orange,6.985863468,159.6615438,27.43902439
1609,orange,10.4305882,121.8118831,29.8089172
1610,orange,6.686723731,136.074194,32.72727273
1611,orange,7.389722357,166.7812301,28.02631579
1612,orange,8.058248382,133.0404503,30
1613,orange,8.81308385,140.3186212,34.22535211
1614,orange,8.870691758,162.0588372,29.50819672
1615,orange,7.641523217,164.3123006,31.25748503
1616,orange,7.499844161,122.0759283,33.8961039
1617,orange,8.803339663,145.4927641,29.42675159
1618,orange,9.936082437,156.0735263,31.38461538
1619,orange,8.950537707,148.6959535,32.91666667
1620,orange,6.747695494,145.9745873,22.91666667
1621,orange,6.814665861,138.1740575,29.04458599
1622,orange,7.059366101,114.7327427,33.33333333
1623,orange,5.460864122,151.9751443,28.05194805
1624,orange,10.72636708,170.1649602,27.5862069
1625,orange,7.140608322,151.0913112,25.47945205
1626,orange,7.415492615,140.6906553,27.74566474
1627,orange,9.558204426,153.5498117,27.69230769
1628,orange,8.034030673,130.480495,38
1629,orange,9.963085194,132.7723827,34.69387755
1630,orange,7.876181496,156.8943897,27.81456954
1631,orange,9.206234045,124.8045798,23.5862069
1632,orange,9.625729804,143.8997259,31.92307692
1633,orange,7.120508364,160.9748438,25.77181208
1634,orange,8.563354723,156.8296106,29.61538462
1635,orange,7.119923581,149.5880096,23.52941176
1636,orange,8.552912411,163.8538787,29.42675159
1637,orange,8.673551632,162.7851525,24.22360248
1638,orange,6.720853317,139.1255828,28.07692308
1639,orange,8.710682115,139.9586304,33.77777778
1640,orange,6.809653675,161.7543511,31.35483871
1641,orange,8.154403486,149.8863516,25.93548387
1642,orange,9.296392825,138.9274558,28.5
1643,orange,9.364342087,144.766206,28.17679558
1644,orange,9.353592575,100.9182958,30.38961039
1645,orange,6.836991815,170.7190631,33.17073171
1646,orange,5.181839016,132.9713888,25.81818182
1647,orange,7.339132499,140.4348769,28.78378378
1648,orange,5.692473314,147.913796,35.6
1649,orange,9.788720645,131.4947201,32.06896552
1650,orange,8.066477213,143.0630129,25.94594595
1651,orange,7.973133344,135.0840537,31.06382979
1652,orange,7.314293578,165.4237071,32.95774648
1653,orange,8.600155735,139.8609458,32.72727273
1654,orange,7.788337597,163.2338661,33.38345865
1655,orange,6.747743514,162.1512516,21.13636364
1656,orange,7.155680882,143.6979185,28.92086331
1657,orange,8.510412471,159.5440048,26.10687023
1658,orange,8.564966486,137.622706,32.64705882
1659,orange,11.56304173,99.98576424,39.46308725
1660,orange,8.10790694,162.3800662,36.73469388
1661,orange,8.465983823,153.7211805,32.30769231
1662,orange,8.862357581,168.8439073,42.73972603
1663,orange,10.15071314,148.721408,29.64285714
1664,orange,8.496750378,157.7400249,26.42857143
1665,orange,7.924572405,147.9553218,37.4522293
1666,orange,8.972695433,144.8323462,27.66467066
1667,orange,5.497950924,138.559872,35.92592593
1668,orange,9.668024239,165.7803792,45.98540146
1669,orange,7.735486615,131.7014935,32.30769231
1670,orange,7.237147971,161.0531728,34.82517483
1671,orange,6.535833864,130.0276841,28.07017544
1672,orange,8.821128253,146.8473243,26.53061224
1673,orange,9.766113462,150.6883551,31.03448276
1674,orange,8.600911527,132.1367595,34.59854015
1675,orange,6.478694903,154.4154528,35.18518519
1676,orange,7.190801066,139.784776,29.43396226
1677,orange,10.16334916,136.307549,28.48101266
